,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,9,"10,11%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"41,57%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"26,97%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"12,36%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,3,"3,37%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
19,7. FRANCO PARISI FERNANDEZ,PDG,5,"5,62%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
22,Válidamente Emitidos,89,"95,70%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
23,Votos Nulos,1,"1,08%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
24,Votos en Blanco,3,"3,23%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
25,Total Votación,93,"100,00%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,1M
1,1. GABRIEL BORIC FONT,CS,9,"8,33%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,50,"46,30%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,25,"23,15%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"11,11%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,93%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"6,48%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
19,7. FRANCO PARISI FERNANDEZ,PDG,4,"3,70%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
22,Válidamente Emitidos,108,"100,00%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
23,Votos Nulos,0,"0,00%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
24,Votos en Blanco,0,"0,00%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
25,Total Votación,108,"100,00%",,DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,2M
1,1. GABRIEL BORIC FONT,CS,14,"13,21%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,3M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,41,"38,68%",DE LOS LAGOS,DISTRITO 25,FRESIA,FRESIA,GIMNASIO EXTERIOR CARLOS IBAÑEZ DEL CAMPO,3M
