,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,21,"23,08%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,26,"28,57%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,9,"9,89%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"4,40%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"1,10%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,6,"6,59%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
19,7. FRANCO PARISI FERNANDEZ,PDG,24,"26,37%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
22,Válidamente Emitidos,91,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
23,Votos Nulos,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
25,Total Votación,91,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,247V
1,1. GABRIEL BORIC FONT,CS,40,"23,67%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,54,"31,95%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"10,06%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"4,14%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,18%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,13,"7,69%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
19,7. FRANCO PARISI FERNANDEZ,PDG,36,"21,30%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
22,Válidamente Emitidos,169,"98,26%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
23,Votos Nulos,3,"1,74%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
25,Total Votación,172,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,248V-252V
1,1. GABRIEL BORIC FONT,CS,19,"22,09%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,25,"29,07%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,10,"11,63%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"6,98%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"3,49%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"8,14%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
19,7. FRANCO PARISI FERNANDEZ,PDG,16,"18,60%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
22,Válidamente Emitidos,86,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
23,Votos Nulos,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
25,Total Votación,86,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,255V
1,1. GABRIEL BORIC FONT,CS,36,"23,23%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,46,"29,68%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,14,"9,03%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,10,"6,45%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,65%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"4,52%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
19,7. FRANCO PARISI FERNANDEZ,PDG,41,"26,45%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
22,Válidamente Emitidos,155,"99,36%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
23,Votos Nulos,1,"0,64%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
25,Total Votación,156,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,260V
1,1. GABRIEL BORIC FONT,CS,20,"20,62%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,18,"18,56%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,6,"6,19%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"6,19%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"1,03%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,2,"2,06%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
19,7. FRANCO PARISI FERNANDEZ,PDG,44,"45,36%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
22,Válidamente Emitidos,97,"98,98%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
23,Votos Nulos,1,"1,02%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
25,Total Votación,98,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,263V
1,1. GABRIEL BORIC FONT,CS,11,"16,18%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,18,"26,47%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
7,3. YASNA PROVOSTE CAMPILLAY,PDC,7,"10,29%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"7,35%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"7,35%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
19,7. FRANCO PARISI FERNANDEZ,PDG,22,"32,35%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
22,Válidamente Emitidos,68,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
23,Votos Nulos,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
25,Total Votación,68,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO DEL ALBA,266
1,1. GABRIEL BORIC FONT,CS,18,"13,64%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,53,"40,15%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,16,"12,12%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,11,"8,33%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,76%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,7,"5,30%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
19,7. FRANCO PARISI FERNANDEZ,PDG,26,"19,70%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
22,Válidamente Emitidos,132,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
23,Votos Nulos,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
25,Total Votación,132,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1M-17M
1,1. GABRIEL BORIC FONT,CS,20,"14,93%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,40,"29,85%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"15,67%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"11,94%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,75%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,16,"11,94%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"14,93%",DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
22,Válidamente Emitidos,134,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
23,Votos Nulos,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
24,Votos en Blanco,0,"0,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
25,Total Votación,134,"100,00%",,DE ARICA Y PARINACOTA,DISTRITO 1,ARICA,ARICA,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2M-11M
