,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,34,"21,66%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,35,"22,29%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,30,"19,11%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,12,"7,64%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,64%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"11,46%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
19,7. FRANCO PARISI FERNANDEZ,PDG,27,"17,20%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
22,Válidamente Emitidos,157,"99,37%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
23,Votos Nulos,1,"0,63%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
24,Votos en Blanco,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
25,Total Votación,158,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,1M
1,1. GABRIEL BORIC FONT,CS,32,"21,92%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,37,"25,34%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,18,"12,33%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,20,"13,70%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,37%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,17,"11,64%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"13,70%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
22,Válidamente Emitidos,146,"98,65%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
24,Votos en Blanco,2,"1,35%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
25,Total Votación,148,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,2M
1,1. GABRIEL BORIC FONT,CS,31,"21,68%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,30,"20,98%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,20,"13,99%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,18,"12,59%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,20,"13,99%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
19,7. FRANCO PARISI FERNANDEZ,PDG,24,"16,78%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
22,Válidamente Emitidos,143,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
23,Votos Nulos,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
24,Votos en Blanco,0,"0,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
25,Total Votación,143,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,3M
1,1. GABRIEL BORIC FONT,CS,29,"19,73%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,43,"29,25%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"10,20%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,18,"12,24%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,17,"11,56%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
19,7. FRANCO PARISI FERNANDEZ,PDG,25,"17,01%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
22,Válidamente Emitidos,147,"96,71%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
23,Votos Nulos,4,"2,63%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
24,Votos en Blanco,1,"0,66%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
25,Total Votación,152,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,4M
1,1. GABRIEL BORIC FONT,CS,34,"24,46%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"22,30%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,20,"14,39%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,13,"9,35%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
13,5. EDUARDO ARTES BRICHETTI,UPA,3,"2,16%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,18,"12,95%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
19,7. FRANCO PARISI FERNANDEZ,PDG,20,"14,39%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
22,Válidamente Emitidos,139,"97,89%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
23,Votos Nulos,2,"1,41%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
24,Votos en Blanco,1,"0,70%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
25,Total Votación,142,"100,00%",,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,5M
1,1. GABRIEL BORIC FONT,CS,23,"17,83%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,31,"24,03%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"11,63%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"14,73%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
13,5. EDUARDO ARTES BRICHETTI,UPA,4,"3,10%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,13,"10,08%",DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA,CODEGUA,COLEGIO JESUS ANDINO,6M
