,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,18,"16,22%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,45,"40,54%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,15,"13,51%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,19,"17,12%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,90%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"4,50%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
19,7. FRANCO PARISI FERNANDEZ,PDG,8,"7,21%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
22,Válidamente Emitidos,111,"99,11%",,DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
23,Votos Nulos,0,"0,00%",,DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
24,Votos en Blanco,1,"0,89%",,DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
25,Total Votación,112,"100,00%",,DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M
1,1. GABRIEL BORIC FONT,CS,13,"12,15%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,38,"35,51%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,22,"20,56%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,16,"14,95%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,93%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,10,"9,35%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
19,7. FRANCO PARISI FERNANDEZ,PDG,7,"6,54%",DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
22,Válidamente Emitidos,107,"100,00%",,DE ÑUBLE,DISTRITO 19,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M
