,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,34,"26,56%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,49,"38,28%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
7,3. YASNA PROVOSTE CAMPILLAY,PDC,10,"7,81%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,31,"24,22%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
13,5. EDUARDO ARTES BRICHETTI,UPA,0,"0,00%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,2,"1,56%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
19,7. FRANCO PARISI FERNANDEZ,PDG,2,"1,56%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
22,Válidamente Emitidos,128,"97,71%",,METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
23,Votos Nulos,1,"0,76%",,METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
24,Votos en Blanco,1,"0,76%",,METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
25,Total Votación,131,"100,00%",,METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,1M (Descuadrada)
1,1. GABRIEL BORIC FONT,CS,26,"15,66%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,2M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,74,"44,58%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,2M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"12,65%",METROPOLITANA DE SANTIAGO,DISTRITO 11,LA REINA,LA REINA,COLEGIO DE LA SALLE,2M
