,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,12,"10,17%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,22,"18,64%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
7,3. YASNA PROVOSTE CAMPILLAY,PDC,3,"2,54%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,4,"3,39%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,85%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"4,24%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
19,7. FRANCO PARISI FERNANDEZ,PDG,71,"60,17%",DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
22,Válidamente Emitidos,118,"100,00%",,DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
23,Votos Nulos,0,"0,00%",,DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
24,Votos en Blanco,0,"0,00%",,DE ANTOFAGASTA,DISTRITO 3,ANTOFAGASTA,ANTOFAGASTA NORTE,COLEGIO ANTOFAGASTA,126
