,Nombre de los Candidatos,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
1,1. GABRIEL BORIC FONT,CS,11,"15,71%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,22,"31,43%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,17,"24,29%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,5,"7,14%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"2,86%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,5,"7,14%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
19,7. FRANCO PARISI FERNANDEZ,PDG,8,"11,43%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
22,Válidamente Emitidos,70,"86,42%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
23,Votos Nulos,9,"11,11%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
24,Votos en Blanco,2,"2,47%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
25,Total Votación,81,"100,00%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M
1,1. GABRIEL BORIC FONT,CS,32,"28,57%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,23,"20,54%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
7,3. YASNA PROVOSTE CAMPILLAY,PDC,24,"21,43%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,14,"12,50%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"1,79%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,4,"3,57%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
19,7. FRANCO PARISI FERNANDEZ,PDG,13,"11,61%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
22,Válidamente Emitidos,112,"93,33%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
23,Votos Nulos,4,"3,33%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
24,Votos en Blanco,4,"3,33%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
25,Total Votación,120,"100,00%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V
1,1. GABRIEL BORIC FONT,CS,15,"17,44%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,23,"26,74%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
7,3. YASNA PROVOSTE CAMPILLAY,PDC,18,"20,93%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,7,"8,14%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
13,5. EDUARDO ARTES BRICHETTI,UPA,2,"2,33%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,9,"10,47%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
19,7. FRANCO PARISI FERNANDEZ,PDG,12,"13,95%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
22,Válidamente Emitidos,86,"96,63%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
23,Votos Nulos,1,"1,12%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
24,Votos en Blanco,2,"2,25%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
25,Total Votación,89,"100,00%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M
1,1. GABRIEL BORIC FONT,CS,27,"22,88%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
4,2. JOSE ANTONIO KAST RIST,REPUBLICAN,43,"36,44%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
7,3. YASNA PROVOSTE CAMPILLAY,PDC,21,"17,80%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
10,4. SEBASTIAN SICHEL RAMIREZ,EVOPOLI,6,"5,08%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
13,5. EDUARDO ARTES BRICHETTI,UPA,1,"0,85%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
16,6. MARCO ENRIQUEZ-OMINAMI GUMUCIO,PRO,12,"10,17%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
19,7. FRANCO PARISI FERNANDEZ,PDG,8,"6,78%",DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
22,Válidamente Emitidos,118,"95,93%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
23,Votos Nulos,0,"0,00%",,DEL BIOBIO,DISTRITO 21,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M (Descuadrada)
